"find_id","hit_id","assignment_id","worker_id","original","updated","time","pitch","heading","trial","gen","zoom","find_time","invalid_count","valid_count"
153,"3M0556243RJ65ZA4Y89D6U5GBHJNFZ","37XITHEISW8N45GFQF5UWSK7Q99CRT","A3MS21UJPMHLK0","Please turn the street view to the left. You will see the yellow sign right away. ","It's more of a white sign to the left of the road","2017-12-07 04:00:49+00",-1.3355053942684378,228.79584462170166,2,2,1,28.104,5,0
159,"3M0556243RJ65ZA4Y89D6U5GBHJNFZ","3A4TN5196KHAFB2CUAT0IOI130CHC2","A2URJ0DDMLYZP2","Please turn the street view to the left. You will see the yellow sign right away. ","Yellow sign to the left warning of animal on road","2017-12-07 04:09:35+00",-1.9784301518745906,64.18476052697311,2,2,2.1028029533710875,27.379,1,4
165,"3MDKGGG61PM8HJMDUBSLLNYV7336TN","3YT88D1N08XD417172LW2DUZP813K0","A1AUVG21LFOJXF","Please turn the street view to the left. You will see the yellow sign right away. ","I think I had to turn right instead of left. ","2017-12-07 12:42:25+00",-0.8094163920600153,62.66158514155083,2,2,1.0000000000000002,60.712,1,4
166,"3MDKGGG61PM8HJMDUBSLLNYV7336TN","382M9COHEHEUHVSAQ06URR7UIOPUEF","A3NUYAG56BPYBB","Please turn the street view to the left. You will see the yellow sign right away. ","Yellow triangular street sign is shown when the Google viewer is panned towards the left.","2017-12-07 12:42:32+00",-1.0883063111442937,62.628405442768255,2,2,1,30.081,1,4
157,"3Q7TKIAPOS9JJFTNVPY852Y6U93LDK","31IBVUNM9SYM0OH6Q1055VUD8SFFV1","A3LA5P3N3KI8U7","Black roller trash cab on the side walk at the end of the driveway with the SUV parked in it, at the house with a silver trucked parked out front. You may have to move the camera to the opposite side of the from the original view.","The trash can is in front of a white house with brown doors.","2017-12-07 04:06:38+00",-12.3264101328555,226.9168323782212,1,2,1,9.859,1,3
161,"3Q7TKIAPOS9JJFTNVPY852Y6U93LDK","3WAKVUDHUWF98GD03SSOLHFDWXO7U1","A1WTIPXQDJIMUI","Black roller trash cab on the side walk at the end of the driveway with the SUV parked in it, at the house with a silver trucked parked out front. You may have to move the camera to the opposite side of the from the original view.","black trash can at the left corner of the driveway behind the SUV","2017-12-07 04:14:58+00",-12.520882651950672,228.37704702730596,1,2,2.612915278936328,45.441,4,0
176,"3R16PJFTS2QVZDSCHELENYRLSZ64KU","3RKNTXVS3MXSAKHJVPDQI4J9YWF4AJ","A3BBDE2P17YP8N","Black roller trash cab on the side walk at the end of the driveway with the SUV parked in it, at the house with a silver trucked parked out front. You may have to move the camera to the opposite side of the from the original view.","Black trashcan near the end of the driveway. ","2017-12-07 13:40:15+00",-12.337986566804702,227.23582520255422,1,2,1,20.827,0,0
177,"3MDKGGG61PM8HJMDUBSLLNYV7336TN","3GNCZX450IMEZD32T95EL2U4PSAPAU","A1GB7OWE10C5OC","Please turn the street view to the left. You will see the yellow sign right away. ","The line is faint and need to be thickened ","2017-12-07 13:44:42+00",-5.210569799640922,67.2420471026327,2,2,1.0000000000000002,18.846,0,0
178,"3R16PJFTS2QVZDSCHELENYRLSZ64KU","3XM0HYN6NKYHPQKE9E70HLKVA79PEQ","A3N6GSFW6FL3AT","Black roller trash cab on the side walk at the end of the driveway with the SUV parked in it, at the house with a silver trucked parked out front. You may have to move the camera to the opposite side of the from the original view.","located ont the border of the grass next to a tree","2017-12-07 13:56:40+00",-13.242426651088607,227.13684565319923,1,2,1,44.895,0,0
151,"3P6ENY9P78VY5UQJWIKL47LC5X2IHC","358UUM7WRZ2HSOLJZYXJG6STPYI7RV","A3MS21UJPMHLK0","Brown tarp wrapped on object near yellow and red umbrella, left on side of street when facing Monster billboard.","person with a green coat is walking behind it","2017-12-07 03:59:10+00",0,27,0,2,1,33.961,8,0
171,"3R16PJFTS2QVZDSCHELENYRLSZ64KU","3WLEIWSYHOGXHTAAXH4U6B9FRD42HR","A38C56XW404BN6","Black roller trash cab on the side walk at the end of the driveway with the SUV parked in it, at the house with a silver trucked parked out front. You may have to move the camera to the opposite side of the from the original view.","roller trash cab on the side walk at the end of the driveway with the SUV parked in it","2017-12-07 13:09:03+00",-2.163334265745121,347.4699504910181,1,2,0.2770551929208336,184.644,3,1
174,"3R16PJFTS2QVZDSCHELENYRLSZ64KU","34MAJL3QP4MSQZIYMAYGVW53SML34K","A2TQ2AZ4Q10SUE","Black roller trash cab on the side walk at the end of the driveway with the SUV parked in it, at the house with a silver trucked parked out front. You may have to move the camera to the opposite side of the from the original view.","It's the opposite side of the driveway","2017-12-07 13:29:22+00",-22.73566122800362,275.4878615846419,1,2,0.9884613401683617,71.075,4,0
160,"3Q7TKIAPOS9JJFTNVPY852Y6U93LDK","3R9WASFE2ZF398MGRYP8Q179W3LFZ1","A3SBECU4QUY7HF","Black roller trash cab on the side walk at the end of the driveway with the SUV parked in it, at the house with a silver trucked parked out front. You may have to move the camera to the opposite side of the from the original view.","On a road a silver truck is parked and right in its side of the truck a black trash bin has been put there, which is on the side of the road. You can also see the another vehicle of white color is standing in behind of silver truck in a few distance back.  And Straight from the bin you can see that an SUV is also parked right there in front of white house.","2017-12-07 04:14:43+00",0,205.6003571929824,1,2,0.9999999999999997,107.219,1,3
147,"3P6ENY9P78VY5UQJWIKL47LC5X2IHC","3A7Y0R2P2ONU9F8X96S88EJQHA2XJN","A2QIZ31TMHU0GD","Brown tarp wrapped on object near yellow and red umbrella, left on side of street when facing Monster billboard.","the explanation is clearly to get that","2017-12-07 03:55:02+00",-9.098680192247471,77.75280290037996,0,2,1,17.364,0,8
156,"3P6ENY9P78VY5UQJWIKL47LC5X2IHC","3VELCLL3GKI6EC18JNGGY7NXJO7F1B","A3SBECU4QUY7HF","Brown tarp wrapped on object near yellow and red umbrella, left on side of street when facing Monster billboard.","There is an big object covered with brown color sheet in the left side of the street. In front of it a monster billboard of yellow color can be seen with a huge sign of ""M"" written on it. Few steps ahead there is a X-mas tree with decoration can be seen.","2017-12-07 04:05:54+00",-3.27792321819409,342.4789113774844,0,2,0.22918065838700574,327.167,8,0
162,"31KSVEGZ33RTVJORH40UJ2WQ7KYWR0","36TFCYNS449YI9D7L6PNW13B4MVHX7","AYD2LKV6C5F2S","Brown tarp wrapped on object near yellow and red umbrella, left on side of street when facing Monster billboard.","Large object wrapped in a big brown tarp. On the left side of the street in front of the yellow M and M photo in a store.","2017-12-07 12:33:00+00",-10.690371758594509,79.666806846333,0,2,1,30.916,1,7
163,"31KSVEGZ33RTVJORH40UJ2WQ7KYWR0","345LHZDEDXRR7XCD1GPY803XRZX3UV","A2IQ0QCTQ3KWLT","Brown tarp wrapped on object near yellow and red umbrella, left on side of street when facing Monster billboard.","A brown plastic tarp near the yellow and red umbrella with a large yellow M&M behind it","2017-12-07 12:34:30+00",-9.983978298638988,83.40245788523076,0,2,1,27.571,0,8
175,"3R16PJFTS2QVZDSCHELENYRLSZ64KU","3WMOAN2SRBWYOGUNOPJID03MANAVN5","A2PZTQJUNCG4WH","Black roller trash cab on the side walk at the end of the driveway with the SUV parked in it, at the house with a silver trucked parked out front. You may have to move the camera to the opposite side of the from the original view.","Black trash can at the end of the drive way where a black SUV is parked in front of a basketball hoop.","2017-12-07 13:39:09+00",-12.554181771604178,226.02243674326652,1,2,1,62.226,1,3
172,"3MDKGGG61PM8HJMDUBSLLNYV7336TN","3COPXFW7XBBKBQCO50I3FGX0U42PK7","AV182SXSO370E","Please turn the street view to the left. You will see the yellow sign right away. ","Yellow sign notifying of animal crossing will be to the left of the screen.You must use street view to the left.","2017-12-07 13:24:38+00",-1.1292848011592298,63.96909582209092,2,2,3.0816487822425076,98.524,1,4
173,"3MDKGGG61PM8HJMDUBSLLNYV7336TN","3A1COHJ8NJU838CZDYDVG2MIDDYH8B","A2TQ2AZ4Q10SUE","Please turn the street view to the left. You will see the yellow sign right away. ","yellow line the shows the center of the road. ","2017-12-07 13:24:53+00",-24.407942181402092,213.51047905132552,2,2,0.9999999999999997,198.218,5,0
155,"3P6ENY9P78VY5UQJWIKL47LC5X2IHC","3K4J6M3CXES8M0A3QQFRRTGCOXEAGU","A3LA5P3N3KI8U7","Brown tarp wrapped on object near yellow and red umbrella, left on side of street when facing Monster billboard.","There is a large yellow M&M directly behind the brown tarp.","2017-12-07 04:05:46+00",-9.925026865991398,82.05842279653866,0,2,1,17.793,0,8
158,"3P6ENY9P78VY5UQJWIKL47LC5X2IHC","33LK57MYLT4CDDR2XIP7X0QOLTFSZX","A2URJ0DDMLYZP2","Brown tarp wrapped on object near yellow and red umbrella, left on side of street when facing Monster billboard.","Brown tarp covering a cart protecting it from the rain","2017-12-07 04:08:46+00",-11.022469741108324,81.17045517149481,0,2,1.35153216971245,58.814,2,6
164,"31KSVEGZ33RTVJORH40UJ2WQ7KYWR0","31HQ4X3T3S9S8OAYIHYYPLFQ6O4SLJ","A3NUYAG56BPYBB","Brown tarp wrapped on object near yellow and red umbrella, left on side of street when facing Monster billboard.","Large object wrapped in a brown tarp that is in front of the street vendor on the left side of the street. ","2017-12-07 12:41:15+00",-10.140336658722134,80.53170449260541,0,2,1,39.348,0,8
169,"31KSVEGZ33RTVJORH40UJ2WQ7KYWR0","3EJJQNKU9R4ELDRVC7JV7JHN35FHRG","A1AUVG21LFOJXF","Brown tarp wrapped on object near yellow and red umbrella, left on side of street when facing Monster billboard.","Brown tarp wrapped on object under yellow and red umbrella, left on side of street when facing Monster billboard.","2017-12-07 12:50:43+00",-11.571565121052572,151.31923189619246,0,2,2.5137669580635063,68.461,8,0
170,"dummy_hitId","dummy_assignment_id","dummy_workerId","Brown tarp wrapped on object near yellow and red umbrella, left on side of street when facing Monster billboard.","The brown tarp is next to the hot dog stand, and the man sitting on the crate.","2017-12-07 13:02:46+00",-10.562688628459682,80.30039878733933,0,2,3.029890582456664,40.591,4,4
