"verify_id","assignment_id","worker_id","time","gen","trial","hit_id","valid","invalid"
73,"3Z9WI9EOZZNSY9E0MNAY67V988KHKC","A2ZKUKB5FES9ZT","2017-12-06 20:10:19+00",0,1,"356ZPKYPUGGC8B3CJDETZ4HRG6VYPL","{78,80,84,85,87,88,92,95}","{91,102}"
74,"3I33IC7ZWF1I762WRBU2PPMBED8A28","A2SEL33SEOGT20","2017-12-06 20:10:43+00",0,2,"3BKZLF990YYX8N4RJQTIZ971L2HYQC","{76,77,79,90,97,99}","{81,82,94,96}"
75,"34S6N1K2ZVI3IFWI7NMZL78OX8PHLF","A2EOOF9D135HQ1","2017-12-06 20:10:52+00",0,2,"3BKZLF990YYX8N4RJQTIZ971L2HYQC","{76,77,79,81,82,90,94,96,97,99}","{}"
76,"3K3R2QNK8B2DMZ1TIPQ8ZD6JRMAU9W","A2UQSO2N2PHI28","2017-12-06 20:11:21+00",0,2,"3BKZLF990YYX8N4RJQTIZ971L2HYQC","{76,77,79,81,82,90,94,96,97,99}","{}"
77,"3U5NZHP4LR1T90BGZFF62OH82IQHPD","AT6LDQNLKTUSE","2017-12-06 20:11:40+00",0,0,"3S37Y8CWI7ZMUDMT6S4HB9LGE2ZW4T","{83,86,89,93,98,100,101,105,107}","{113}"
78,"340UGXU9DY0BJ6EWLQV4RVVGIETUVC","A2UQSO2N2PHI28","2017-12-06 20:12:05+00",0,0,"3S37Y8CWI7ZMUDMT6S4HB9LGE2ZW4T","{83,86,89,93,98,100,101,105,107}","{113}"
79,"3FE7TXL1LIMAUM9DG7ROFP1GIVUQ2V","AIWX8CTWASWI7","2017-12-06 20:12:26+00",0,1,"356ZPKYPUGGC8B3CJDETZ4HRG6VYPL","{78,85,88,102}","{80,84,87,91,92,95}"
80,"34J10VATJFXE57NF5ACG258X7RRIQY","ADKDC0IXTYCIJ","2017-12-06 20:14:07+00",0,2,"3BKZLF990YYX8N4RJQTIZ971L2HYQC","{76,77,79,90,94,96,97,99}","{81,82}"
81,"3SUWZRL0MYC9FK29UI8RBLTEFX0E6G","A2RWG1BDW949U1","2017-12-07 01:29:26+00",1,0,"3B9J25CZ24CWI0IZF20YXIUJ13WSC2","{119,121,126,129,138,140,144,145}","{120,123}"
82,"3LO69W1SU3CPIJ17NH4H07WNI84GL7","A2RWG1BDW949U1","2017-12-07 01:30:15+00",1,1,"3PZDSVZ3J4GW7JDFERDUFQ8PMR7N48","{115,122,125,127,137,141}","{130,134,135,139}"
83,"3MD9PLUKKIDFX0ZXPM8LY6GIYTXZNG","ATLUSJHPFBL1E","2017-12-07 01:30:36+00",1,1,"3PZDSVZ3J4GW7JDFERDUFQ8PMR7N48","{115,122,125,127,137,141}","{130,134,135,139}"
84,"3IX2EGZR7BIACJML07MGJWX2GSAJR4","ATLUSJHPFBL1E","2017-12-07 01:31:11+00",1,2,"3JYPJ2TAYH768KMHENM5AJABBWHPFU","{114,116,117,118,124,128,131,132,133,136}","{}"
85,"3IJXV6UZ1XIEH82FIP1G7VI23DLRI0","ATLUSJHPFBL1E","2017-12-07 01:31:42+00",1,0,"3B9J25CZ24CWI0IZF20YXIUJ13WSC2","{119,121,126,129,138,140,144,145}","{120,123}"
86,"3VNL7UK1XFI7NWDHL60Q4D6SB6QFTA","A1U7K5FH83GZJ1","2017-12-07 01:34:57+00",1,2,"3JYPJ2TAYH768KMHENM5AJABBWHPFU","{114,116,117,118,124,128,131,132,133,136}","{}"
87,"3KWTYT08702R2MCN6LLQWA5YSZQL5U","A10HEV2856GIQL","2017-12-07 01:36:27+00",1,0,"3B9J25CZ24CWI0IZF20YXIUJ13WSC2","{119,121,126,129,138,140,144,145}","{120,123}"
88,"3CFVK00FWLKNLQC1B4VVOGJYOU1L6A","A24UUWI8IIJKT6","2017-12-07 01:36:50+00",1,0,"3B9J25CZ24CWI0IZF20YXIUJ13WSC2","{119,121,123,126,129,138,140,144,145}","{120}"
89,"3DYGAII7PL76MTAJI520B299T5EQPA","A24UUWI8IIJKT6","2017-12-07 01:37:14+00",1,2,"3JYPJ2TAYH768KMHENM5AJABBWHPFU","{116,117,118,124,128,131,132,133,136}","{114}"
90,"3EWIJTFFVO6E19GUSTSA2KJN2UF0E2","A24UUWI8IIJKT6","2017-12-07 01:37:41+00",1,1,"3PZDSVZ3J4GW7JDFERDUFQ8PMR7N48","{115,125,137,141}","{122,127,130,134,135,139}"
91,"3KWTYT08702R2MCN6LLQWA5YSZR5LF","A3LA5P3N3KI8U7","2017-12-07 01:40:18+00",1,0,"3B9J25CZ24CWI0IZF20YXIUJ13WSC2","{119,121,126,129,138,140,144,145}","{120,123}"
92,"3ZGVPD4G6TGDSD4HMIUX75MANBKTZC","A3LA5P3N3KI8U7","2017-12-07 01:44:07+00",1,2,"3JYPJ2TAYH768KMHENM5AJABBWHPFU","{124,128,131,132,133,136}","{114,116,117,118}"
93,"34V1S5K3GS0SKOBSM7S5J7S3O0L69Z","A3LA5P3N3KI8U7","2017-12-07 01:44:51+00",1,1,"3PZDSVZ3J4GW7JDFERDUFQ8PMR7N48","{115,122,125,127,137,141}","{130,134,135,139}"
94,"3NVC2EB65QY8O6WIBHMNBL9ANJ6Y3E","A1OV3BVHRWI5EU","2017-12-07 02:24:59+00",1,1,"3PZDSVZ3J4GW7JDFERDUFQ8PMR7N48","{115,122,125,137,141}","{127,130,134,135,139}"
95,"3M68NM076H6YOO7EGOSRASSXUNTR6B","A23M6FDWEME2CO","2017-12-07 02:27:08+00",1,0,"3B9J25CZ24CWI0IZF20YXIUJ13WSC2","{119,121,126,129,138,140,144,145}","{120,123}"
96,"3QXNC7EIPIUX6DPDKICOA6ICBY2906","AMR2GE1PBZZTT","2017-12-07 02:32:12+00",1,1,"3PZDSVZ3J4GW7JDFERDUFQ8PMR7N48","{122,125,127,134,137}","{115,130,135,139,141}"
97,"dummy_assignment_id","dummy_workerId","2017-12-07 13:04:29+00",2,0,"dummy_hitId","{147,155,162,163,164,170}","{151,156,158,169}"
98,"3OF2M9AATGNEPUEUS9G56EZE43CZK5","A3N6GSFW6FL3AT","2017-12-07 13:58:45+00",2,0,"3KG2UQJ0MIN3WO0DCOK7IT9UIMUQN4","{147,155,158,162,163,164,170}","{151,156,169}"
99,"3LBXNTKX0RU533VONU1VJK5NL92X9C","A115UFR6VA6OM1","2017-12-07 13:59:40+00",2,0,"3KG2UQJ0MIN3WO0DCOK7IT9UIMUQN4","{147,155,163,164}","{151,156,158,162,169,170}"
100,"3Z7EFSHGN9D7112RZEBMLA6VRU5XCT","A115UFR6VA6OM1","2017-12-07 14:00:15+00",2,2,"3L7SUC0TTTT9QDAEJPBSQ8TC0SN0MH","{159,172}","{148,149,150,152,153,165,166,173}"
101,"3ON104KXQKVPHXKMWU9I0TG0QFJ4WV","A3GERFIF45QJSD","2017-12-07 14:00:17+00",2,1,"3IVKZBIBJZ8NZ8TF1UEZ89RZEY6SHM","{157,160,167,168,175}","{146,154,161,171,174}"
102,"3YW4XOSQKQKVXUYYECBFK7O0TFY1UG","A3IR7DFEKLLLO","2017-12-07 14:00:27+00",2,0,"3KG2UQJ0MIN3WO0DCOK7IT9UIMUQN4","{147,155,158,162,163,164,170}","{151,156,169}"
103,"354GIDR5ZB5FAJ10KMTVHVHJ8YO009","A3IR7DFEKLLLO","2017-12-07 14:00:50+00",2,2,"3L7SUC0TTTT9QDAEJPBSQ8TC0SN0MH","{148,149,150,152,159,165,166,172}","{153,173}"
104,"3DY46V3X3PHD0X92EY5JFL916EA55K","A3GERFIF45QJSD","2017-12-07 14:00:51+00",2,0,"3KG2UQJ0MIN3WO0DCOK7IT9UIMUQN4","{147,155,158,162,163,164}","{151,156,169,170}"
105,"33OOO72IVHK0KKT7U4APW7LPEYICTQ","A17V4GTPOBWJPL","2017-12-07 14:02:42+00",2,2,"3L7SUC0TTTT9QDAEJPBSQ8TC0SN0MH","{159,165,166,172}","{148,149,150,152,153,173}"
106,"3Z7EFSHGN9D7112RZEBMLA6VRU6CX9","A2G46HG2TOAUAQ","2017-12-07 14:02:51+00",2,0,"3KG2UQJ0MIN3WO0DCOK7IT9UIMUQN4","{147,155,158,162,163,164}","{151,156,169,170}"
107,"37UQDCYH6XU9LV208I2TH3HWA86V7V","A17V4GTPOBWJPL","2017-12-07 14:03:12+00",2,0,"3KG2UQJ0MIN3WO0DCOK7IT9UIMUQN4","{147,155,158,162,163,164,170}","{151,156,169}"
108,"30BUDKLTXDUDWG2VPZYMJFFEJ795EL","A20SMUCY0FQA7Z","2017-12-07 14:03:20+00",2,1,"3IVKZBIBJZ8NZ8TF1UEZ89RZEY6SHM","{157,160,167,168,175}","{146,154,161,171,174}"
109,"39GXDJN2OTDDL97JINUZV3DRLSCV8I","A20SMUCY0FQA7Z","2017-12-07 14:06:17+00",2,0,"3KG2UQJ0MIN3WO0DCOK7IT9UIMUQN4","{147,155,158,162,163,164}","{151,156,169,170}"
110,"3R08VXYT7CUM0K25YS7P350AHH97WI","A1TQ7UQSSQP7BD","2017-12-07 14:06:53+00",2,1,"3IVKZBIBJZ8NZ8TF1UEZ89RZEY6SHM","{146,171}","{154,157,160,161,167,168,174,175}"
111,"3FE7TXL1LIMAUM9DG7ROFP1GI062QT","A1TQ7UQSSQP7BD","2017-12-07 14:07:26+00",2,2,"3L7SUC0TTTT9QDAEJPBSQ8TC0SN0MH","{148,149,150,152,165,166}","{153,159,172,173}"
112,"3LOTDFNYA7YZFDHBGB51RXDRF5SFWU","A1DJBDVXF6Z1KK","2017-12-07 14:10:35+00",2,1,"3IVKZBIBJZ8NZ8TF1UEZ89RZEY6SHM","{157,160,167,168,175}","{146,154,161,171,174}"
113,"3VZLGYJEYL9K9UD1RSVUW87G0CRXZS","AXJ1PE87PD0KK","2017-12-07 14:10:58+00",2,2,"3L7SUC0TTTT9QDAEJPBSQ8TC0SN0MH","{148,149,150,152,159,165,166,172}","{153,173}"
