"verify_id","assignment_id","worker_id","time","gen","trial","hit_id","valid","invalid"
34,"3NOKK93PR17DSZVO00RPN9LRVMZEET","A1HS8H18KJ6OJH","2017-12-03 01:41:13+00",1,0,"3YCT0L9OML8F94FQ4S9CDTOVZ2VSNU","{42,44,47,51,52,53,55}","{}"
35,"3BGYGHDBBXJT237SEW1NJ73D1GJ22D","A30EI064NHQEQO","2017-12-03 01:42:06+00",1,0,"3YCT0L9OML8F94FQ4S9CDTOVZ2VSNU","{42,44,47,51,52,53,55}","{}"
36,"3AAJC4I4FGRJEA8CAOGT5ZZ1O03ZJ4","A35K3YVCX1LVPE","2017-12-03 01:43:52+00",1,0,"3YCT0L9OML8F94FQ4S9CDTOVZ2VSNU","{42,44,47,51,52,53,55}","{}"
41,"38F71OA9GTV3A1NXC9ZEIZB0GPBMFE","A1BG9YNQ9CEBYS","2017-12-03 04:08:54+00",2,0,"337F8MIIMYCTMNL8DLBW4ECCDTK04N","{58,68,69,74,75}","{71}"
44,"3URFVVM165HSSQJ6MNK7C18C5G8ZU7","A2SDBENNBKQLQL","2017-12-03 04:19:16+00",2,0,"3IVKZBIBJZ8NZ8TF1UEZ89RZDQPHSD","{58,68,69,74,75}","{71}"
46,"30JNVC0OR9JE9CCVZSUV2T7I65MHQV","A3P1T1TA64MTA3","2017-12-03 04:22:38+00",2,0,"3IVKZBIBJZ8NZ8TF1UEZ89RZDQPHSD","{58,68,69,74,75}","{71}"
49,"3OVR4I9USPIKX0O0KLAC84YE100Q4I","APJA2BQOVRPUA","2017-12-03 04:29:07+00",2,0,"3IVKZBIBJZ8NZ8TF1UEZ89RZDQPHSD","{58,68,69,74,75}","{71}"
50,"3HMIGG0U4L5UP32ONYHJ22HL2VDY80","AU5PAB1Y16S9P","2017-12-03 04:29:08+00",2,0,"3IVKZBIBJZ8NZ8TF1UEZ89RZDQPHSD","{58,68,69,74,75}","{71}"
54,"3IXEICO792IB43K6KDXMA7TFHY5T6K","A1EC4IG8FIPG8R","2017-12-03 04:30:13+00",2,0,"3IVKZBIBJZ8NZ8TF1UEZ89RZDQPHSD","{58,68,69,74,75}","{71}"
2,"3QUO65DNQUNGTM5ZKE9QW318LBLUOE","A1O75XZ8398XRD","2017-12-02 21:10:48+00",0,1,"3YO4AH2FPCJ0BS86BII97HDH9LUQ0N","{31}","{10,28,32,33,36,37}"
5,"3H7XDTSHKCQ5TDD6RVBJ9ID3F56GWD","A1OU2FW26L47VV","2017-12-02 21:22:15+00",0,1,"3YO4AH2FPCJ0BS86BII97HDH9LUQ0N","{31,33,36}","{10,28,32,37}"
6,"3H7XDTSHKCQ5TDD6RVBJ9ID3F56GWD","A1OU2FW26L47VV","2017-12-02 21:22:53+00",0,1,"3YO4AH2FPCJ0BS86BII97HDH9LUQ0N","{28,31,36}","{10,32,33,37}"
14,"3DUZQ9U6SMNV4TMSWL04CUDSW7YSVZ","A24B2ZZJ04FNDN","2017-12-02 21:39:28+00",0,1,"3YO4AH2FPCJ0BS86BII97HDH9LUQ0N","{10,28,31,33,36,37}","{32}"
15,"3B3WTRP3DB142NSRZ5G2TUBR7LH92Y","A11LJQ41984DH","2017-12-02 21:49:11+00",0,1,"3YO4AH2FPCJ0BS86BII97HDH9LUQ0N","{10,32,33,37}","{28,31,36}"
16,"31N2WW6R9RP2OFFN6RUZM02UGYO3F9","A340UGIDGIF4W6","2017-12-03 01:37:21+00",1,1,"3H1C3QRA00IV8HDHE7GT81Q4Z78ECX","{40,49,50}","{39,43}"
21,"3AUQQEL7U5SV3K2GNJHK2O791GS0VZ","A3Q29XKC8MAPX6","2017-12-03 01:38:11+00",1,1,"3H1C3QRA00IV8HDHE7GT81Q4Z78ECX","{40,49}","{39,43,50}"
22,"30IQTZXKAK5N797BNYI2Q94UHR00X2","AGUF6B4Q9991D","2017-12-03 01:38:21+00",1,1,"3H1C3QRA00IV8HDHE7GT81Q4Z78ECX","{40,49,50}","{39,43}"
23,"3NPI0JQDAO4JE92BZ9WVG7KWC3NTPI","A1JMINVUZ2AOZR","2017-12-03 01:38:25+00",1,1,"3H1C3QRA00IV8HDHE7GT81Q4Z78ECX","{40,49,50}","{39,43}"
27,"3DPNQGW4LLERNI5G5CWE2ZHN1ZH64U","A2VDXSY6U1SBRP","2017-12-03 01:38:52+00",1,1,"3H1C3QRA00IV8HDHE7GT81Q4Z78ECX","{40,49,50}","{39,43}"
28,"39OWYR0EPKQ34ICBVCNPCUY7PZIYF9","A222I983CLHUE5","2017-12-03 01:39:10+00",1,1,"3H1C3QRA00IV8HDHE7GT81Q4Z78ECX","{40,49,50}","{39,43}"
39,"320DUZ38G7LJNTD7KWS4KSJVDAGJG6","A25NAHLUFAMN98","2017-12-03 04:08:20+00",2,1,"3VGET1QSZZYJD04C8Q2OEL5Q50P7WG","{61,66}","{59,60,65}"
40,"3GDTJDAPVUAUVMDA4VT887UETLYM8X","A1BG9YNQ9CEBYS","2017-12-03 04:08:31+00",2,1,"3VGET1QSZZYJD04C8Q2OEL5Q50P7WG","{61,66}","{59,60,65}"
42,"3UXUOQ9OKEWPT7Z2XNBXLG3JOK47AC","A1MAPWNJTCUZQY","2017-12-03 04:16:22+00",2,1,"3L21G7IH46V9RJKAYB33Y8ZTDMOY18","{66}","{59,60,61,65}"
43,"3PW9OPU9PQJMDIPWVS19EOT89AC213","A18JKTGUJ4XAAX","2017-12-03 04:17:24+00",2,1,"3L21G7IH46V9RJKAYB33Y8ZTDMOY18","{60,61,65,66}","{59}"
48,"3JJVG1YBEBWFPDQBF8WWI79TFWUB5W","A3P1T1TA64MTA3","2017-12-03 04:23:30+00",2,1,"3L21G7IH46V9RJKAYB33Y8ZTDMOY18","{66}","{59,60,61,65}"
52,"30LB5CDZNC9CC47QOG6NNUK5PR60Z7","APJA2BQOVRPUA","2017-12-03 04:29:33+00",2,1,"3L21G7IH46V9RJKAYB33Y8ZTDMOY18","{59,60,61,65}","{66}"
1,"3FE7TXL1LIMAUM9DG7ROFP1GHLK2QC","AJWES6SFIP3AT","2017-12-02 21:09:03+00",0,2,"3ICOHX7ENBABEPI12RN9D0O3QI6E0Z","{2,6,11,13,14,15,16,19,20,21,22,23,25,26,29,34}","{27,35,38}"
4,"33CID57104SOO7PJS2XXHD7EDTXL3H","A3SXMSASKFDEPI","2017-12-02 21:17:41+00",0,2,"3ICOHX7ENBABEPI12RN9D0O3QI6E0Z","{2,6,11,13,14,15,16,19,20,21,22,25,26,29,34}","{23,27,35,38}"
9,"3C8HJ7UOP7T9FIEXDLTLLRRISTMZMU","A1H6QZ5VB8PWIL","2017-12-02 21:27:50+00",0,2,"3ICOHX7ENBABEPI12RN9D0O3QI6E0Z","{2,6,11,13,14,15,16,19,20,21,22,25,26,29,34}","{23,27,35,38}"
12,"3XUHV3NRVKXPGQTXF06S4ICRA8G5HL","A1SS6LBKQMZMHD","2017-12-02 21:35:35+00",0,2,"3ICOHX7ENBABEPI12RN9D0O3QI6E0Z","{2,6,11,13,14,15,16,19,20,21,22,25,26,29,34}","{23,27,35,38}"
13,"3XUHV3NRVKXPGQTXF06S4ICRA8G5HL","A1SS6LBKQMZMHD","2017-12-02 21:36:13+00",0,2,"3ICOHX7ENBABEPI12RN9D0O3QI6E0Z","{2,6,11,13,14,15,16,19,20,21,22,25,26,29,34}","{23,27,35,38}"
17,"33FBRBDW6OYHM01JR6ZU5BP2Z7O8CV","A340UGIDGIF4W6","2017-12-03 01:37:42+00",1,2,"3L7SUC0TTTT9QDAEJPBSQ8TCZK20MF","{41,45,46,48,54,56}","{}"
18,"337RC3OW05180GR2CC3308ZX4E2VL2","AGUF6B4Q9991D","2017-12-03 01:37:53+00",1,2,"3L7SUC0TTTT9QDAEJPBSQ8TCZK20MF","{41,45,46,48,54}","{56}"
24,"3DIP6YHAPCRWJYLXNX5PVZP5KJ18EO","A3Q29XKC8MAPX6","2017-12-03 01:38:31+00",1,2,"3L7SUC0TTTT9QDAEJPBSQ8TCZK20MF","{41,45,46,48,54}","{56}"
26,"3HVVDCPGTERDNNUCQWSETYD8G8QTYC","A222I983CLHUE5","2017-12-03 01:38:47+00",1,2,"3L7SUC0TTTT9QDAEJPBSQ8TCZK20MF","{41,45,46,48,54}","{56}"
29,"3IAS3U3I0FFNQG7OXPUYK06HVMWB2O","A2VDXSY6U1SBRP","2017-12-03 01:39:23+00",1,2,"3L7SUC0TTTT9QDAEJPBSQ8TCZK20MF","{41,45,46,48,54}","{56}"
32,"3KGTPGBS6XK2MFGUXGBTPQY5K72U2N","A2RUHO7I7Y4XFA","2017-12-03 01:40:25+00",1,2,"3L7SUC0TTTT9QDAEJPBSQ8TCZK20MF","{41,45,46,48,54}","{56}"
37,"3KYQYYSHYV6UCKUDYJJ1M3XKZCAODK","A25NAHLUFAMN98","2017-12-03 04:07:22+00",2,2,"3IVKZBIBJZ8NZ8TF1UEZ89RZDQOSHN","{63,67,70}","{62,64,72,73}"
38,"3A1PQ49WVHGQS8SEED4G1SZAYTTH1Z","A1BG9YNQ9CEBYS","2017-12-03 04:07:38+00",2,2,"3IVKZBIBJZ8NZ8TF1UEZ89RZDQOSHN","{62,63,64,67,70,72,73}","{}"
45,"34T446B1C0DZ4BWGW2MFCWJKG9J0C7","A3O2K5BWA36EVS","2017-12-03 04:21:51+00",2,2,"3EQVJH0T4ZKOE86UQUJPIENLF93HT2","{62,63,64,67,70,72,73}","{}"
47,"3K2755HG5S2067HKZG0BZ9O67BKFDQ","A3P1T1TA64MTA3","2017-12-03 04:23:02+00",2,2,"3EQVJH0T4ZKOE86UQUJPIENLF93HT2","{62,63,64,67,70,72,73}","{}"
51,"34Q075JO1XCFH8MIG5XVV00TCCT10J","AU5PAB1Y16S9P","2017-12-03 04:29:23+00",2,2,"3EQVJH0T4ZKOE86UQUJPIENLF93HT2","{62,63,64,67,70,72,73}","{}"
53,"3M81GAB8A0I4IZ99Z0KZGI4KBSHQBO","APJA2BQOVRPUA","2017-12-03 04:30:01+00",2,2,"3EQVJH0T4ZKOE86UQUJPIENLF93HT2","{62,63,64,67,70,72,73}","{}"
55,"3OB0CAO74HONIE3HQ2BPFFAK5E3YHF","A1EC4IG8FIPG8R","2017-12-03 04:31:27+00",2,2,"3EQVJH0T4ZKOE86UQUJPIENLF93HT2","{63,67,70}","{62,64,72,73}"
